Binomial	ID	year	popvalue
Desmognathus_ochrophaeus	22	1981	10
Lithobates_sylvaticus	27	1981	1250
Lithobates_sylvaticus	28	1981	600
Lithobates_sylvaticus	29	1981	142
Lithobates_sylvaticus	30	1981	30
Lithobates_sylvaticus	31	1981	68
Lithobates_sylvaticus	32	1981	56
Lithobates_sylvaticus	33	1981	102
Desmognathus_ochrophaeus	22	1982	21
Lithobates_sylvaticus	27	1982	800
Lithobates_sylvaticus	28	1982	550
Lithobates_sylvaticus	29	1982	154
Lithobates_sylvaticus	30	1982	113
Lithobates_sylvaticus	31	1982	49
Lithobates_sylvaticus	32	1982	92
Lithobates_sylvaticus	33	1982	95
Desmognathus_ochrophaeus	22	1983	8
Desmognathus_ochrophaeus	22	1984	15
Ambystoma_maculatum	20	1985	232
Ambystoma_maculatum	21	1985	406
Desmognathus_ochrophaeus	22	1985	14
Lithobates_catesbeianus	65	1985	63.3333
Lithobates_catesbeianus	66	1985	20
Ambystoma_maculatum	19	1986	15
Ambystoma_maculatum	20	1986	297
Ambystoma_maculatum	21	1986	336
Desmognathus_ochrophaeus	22	1986	17
Lithobates_catesbeianus	65	1986	59.6667
Lithobates_catesbeianus	66	1986	21
Ambystoma_maculatum	19	1987	12
Ambystoma_maculatum	20	1987	238
Ambystoma_maculatum	21	1987	438
Desmognathus_ochrophaeus	22	1987	25
Lithobates_catesbeianus	65	1987	27
Lithobates_catesbeianus	66	1987	22
Ambystoma_maculatum	19	1988	30
Ambystoma_maculatum	20	1988	625
Ambystoma_maculatum	21	1988	1065
Desmognathus_ochrophaeus	22	1988	27
Ambystoma_maculatum	19	1989	20
Ambystoma_maculatum	20	1989	520
Ambystoma_maculatum	21	1989	850
Desmognathus_ochrophaeus	22	1989	21
Ambystoma_maculatum	19	1990	3
Ambystoma_maculatum	20	1990	680
Ambystoma_maculatum	21	1990	234
Desmognathus_ochrophaeus	22	1990	25
Lithobates_catesbeianus	65	1990	33.3333
Lithobates_catesbeianus	66	1990	20
Ambystoma_maculatum	19	1991	20
Ambystoma_maculatum	20	1991	653
Ambystoma_maculatum	21	1991	380
Lithobates_catesbeianus	65	1991	32.3333
Lithobates_catesbeianus	66	1991	19.3333
Lithobates_catesbeianus	65	1992	9.6667
Lithobates_catesbeianus	66	1992	29.3333
Lithobates_catesbeianus	65	1993	42
Lithobates_catesbeianus	66	1993	17.6667
Plethodon_cinereus	86	1995	2.97
Pseudacris_triseriata	139	1995	22.2
Pseudacris_triseriata	140	1995	78.35
Pseudacris_triseriata	139	1996	40.5
Pseudacris_triseriata	140	1996	71.67
Pseudacris_triseriata	139	1997	45.61
Pseudacris_triseriata	140	1997	65.97
Plethodon_cinereus	86	1998	1.47
Pseudacris_triseriata	139	1998	47.39
Pseudacris_triseriata	140	1998	61.74
Plethodon_cinereus	86	1999	3.47
Pseudacris_triseriata	139	1999	52.9
Pseudacris_triseriata	140	1999	36.32
Plethodon_cinereus	86	2000	4.17
Pseudacris_triseriata	139	2000	51.85
Pseudacris_triseriata	140	2000	33.71
Plethodon_cinereus	86	2001	5.47
Pseudacris_triseriata	139	2001	62.78
Pseudacris_triseriata	140	2001	30.46
Plethodon_cinereus	86	2002	4.7
Pseudacris_triseriata	139	2002	47.39
Pseudacris_triseriata	140	2002	56.78
Pseudacris_triseriata	139	2003	35.89
Pseudacris_triseriata	140	2003	28.18
Pseudacris_triseriata	139	2004	59.22
Pseudacris_triseriata	140	2004	24.76
Plethodon_cinereus	174	2004	11.429
Plethodon_cinereus	175	2004	18.86
Plethodon_cinereus	176	2004	12
Pseudacris_triseriata	139	2005	52.25
Pseudacris_triseriata	140	2005	35.2
Plethodon_cinereus	174	2005	11.2
Plethodon_cinereus	175	2005	28.6
Plethodon_cinereus	176	2005	14
Pseudacris_triseriata	139	2006	34.51
Pseudacris_triseriata	140	2006	30.64
Plethodon_cinereus	170	2006	7.75
Plethodon_cinereus	174	2006	10.375
Plethodon_cinereus	175	2006	22.75
Plethodon_cinereus	176	2006	20.375
Plethodon_cinereus	170	2007	3
Plethodon_cinereus	174	2007	13.25
Plethodon_cinereus	175	2007	24.5
Plethodon_cinereus	176	2007	18.5
Plethodon_cinereus	170	2008	4.33
Plethodon_cinereus	174	2008	10.5
Plethodon_cinereus	175	2008	29.75
Plethodon_cinereus	176	2008	28
Plethodon_cinereus	170	2009	12.8
Plethodon_cinereus	174	2009	12.5
Plethodon_cinereus	175	2009	32.5
Plethodon_cinereus	176	2009	18.75
Plethodon_cinereus	174	2010	18
Plethodon_cinereus	175	2010	31.25
Plethodon_cinereus	176	2010	25.75
Plethodon_cinereus	170	2011	8.75
Plethodon_cinereus	174	2011	19.75
Plethodon_cinereus	175	2011	50.75
Plethodon_cinereus	176	2011	27.75
Plethodon_cinereus	174	2012	28
Plethodon_cinereus	175	2012	36
Plethodon_cinereus	176	2012	38.5
Plethodon_cinereus	174	2013	28
Plethodon_cinereus	175	2013	54
Plethodon_cinereus	176	2013	36.5
Plethodon_cinereus	170	2014	10
Plethodon_cinereus	174	2014	34.5
Plethodon_cinereus	175	2014	51
Plethodon_cinereus	176	2014	38.5
Plethodon_cinereus	174	2015	34
Plethodon_cinereus	175	2015	58
Plethodon_cinereus	176	2015	36
