Binomial	ID	year	popvalue
Alosa_pseudoharengus	43	1969	1874
Sorex_cinereus	44	1969	3
Napaeozapus_insignis	45	1969	0
Tamias_striatus	46	1969	30
Blarina_brevicauda	47	1969	4
Halichoerus_grypus	97	1969	4244
Rangifer_tarandus	180	1969	15620
Alosa_pseudoharengus	2	1970	63
Alosa_pseudoharengus	3	1970	68
Alosa_sapidissima	4	1970	413
Coregonus_clupeaformis	6	1970	8500
Perca_flavescens	9	1970	0.784
Salmo_salar	12	1970	66.26
Sterna_dougallii	34	1970	5
Myodes_gapperi	40	1970	11
Alosa_pseudoharengus	43	1970	26.5
Sorex_cinereus	44	1970	4
Napaeozapus_insignis	45	1970	3
Tamias_striatus	46	1970	27
Blarina_brevicauda	47	1970	7
Sterna_paradisaea	56	1970	1300
Plethodon_cinereus	64	1970	34
Halichoerus_grypus	97	1970	4235
Phocoena_phocoena	145	1970	4
Phocoena_phocoena	146	1970	4.42
Rangifer_tarandus	180	1970	17494
Alosa_pseudoharengus	2	1971	50.6
Alosa_pseudoharengus	3	1971	326
Alosa_sapidissima	4	1971	424
Coregonus_clupeaformis	6	1971	5461
Perca_flavescens	9	1971	0.167
Perca_flavescens	10	1971	2.16
Salmo_salar	12	1971	122.05
Sander_vitreus	17	1971	0.4418
Sterna_dougallii	34	1971	2
Myodes_gapperi	40	1971	38
Alosa_pseudoharengus	43	1971	6.7
Sorex_cinereus	44	1971	2
Napaeozapus_insignis	45	1971	3
Tamias_striatus	46	1971	19
Blarina_brevicauda	47	1971	4
Sterna_paradisaea	56	1971	1200
Plethodon_cinereus	64	1971	33.5
Halichoerus_grypus	97	1971	4707
Phocoena_phocoena	145	1971	1.04
Phocoena_phocoena	146	1971	3.34
Alces_americanus	173	1971	35
Rangifer_tarandus	180	1971	19160
Alosa_pseudoharengus	2	1972	72.5
Alosa_pseudoharengus	3	1972	987
Alosa_sapidissima	4	1972	167
Coregonus_clupeaformis	6	1972	8473
Perca_flavescens	9	1972	3.896
Perca_flavescens	10	1972	2.63
Salmo_salar	12	1972	82.47
Sander_vitreus	17	1972	0.4496
Peromyscus_maniculatus	35	1972	320
Tamiasciurus_hudsonicus	36	1972	6.67
Myodes_gapperi	40	1972	10
Alosa_pseudoharengus	43	1972	15.9
Sorex_cinereus	44	1972	0
Napaeozapus_insignis	45	1972	6
Tamias_striatus	46	1972	38
Blarina_brevicauda	47	1972	3
Plethodon_cinereus	64	1972	34.5
Halichoerus_grypus	97	1972	5659
Rangifer_tarandus	131	1972	15
Phocoena_phocoena	145	1972	6.45
Phocoena_phocoena	146	1972	6.44
Alces_americanus	173	1972	52
Rangifer_tarandus	180	1972	19989
Pollachius_virens	669	1972	0.08
Alosa_pseudoharengus	2	1973	78.2
Alosa_pseudoharengus	3	1973	1150
Alosa_sapidissima	4	1973	111
Coregonus_clupeaformis	6	1973	7015
Perca_flavescens	9	1973	7
Perca_flavescens	10	1973	3.26
Salmo_salar	12	1973	80.22
Sander_vitreus	17	1973	0.4538
Sterna_dougallii	34	1973	0
Peromyscus_maniculatus	35	1973	161.67
Tamiasciurus_hudsonicus	36	1973	3
Myodes_gapperi	40	1973	5
Alosa_pseudoharengus	43	1973	0
Sorex_cinereus	44	1973	8
Napaeozapus_insignis	45	1973	4
Tamias_striatus	46	1973	6
Blarina_brevicauda	47	1973	8
Sterna_paradisaea	56	1973	700
Perca_flavescens	63	1973	4.25
Plethodon_cinereus	64	1973	34.5
Halichoerus_grypus	97	1973	6611
Rangifer_tarandus	131	1973	14
Phocoena_phocoena	145	1973	4.48
Phocoena_phocoena	146	1973	4.5
Rangifer_tarandus	180	1973	20609
Pollachius_virens	669	1973	0.11
Alosa_pseudoharengus	2	1974	66.4
Alosa_pseudoharengus	3	1974	596
Alosa_sapidissima	4	1974	306
Coregonus_clupeaformis	6	1974	1251
Perca_flavescens	9	1974	0.833
Perca_flavescens	10	1974	3.28
Salmo_salar	12	1974	391.21
Sander_vitreus	13	1974	0.0111
Sander_vitreus	14	1974	0.45
Sander_vitreus	17	1974	0.4641
Peromyscus_maniculatus	35	1974	115.67
Tamiasciurus_hudsonicus	36	1974	1.67
Myodes_gapperi	40	1974	2
Alosa_pseudoharengus	43	1974	13
Sorex_cinereus	44	1974	3
Napaeozapus_insignis	45	1974	6
Tamias_striatus	46	1974	12
Blarina_brevicauda	47	1974	5
Perca_flavescens	63	1974	4.65
Plethodon_cinereus	64	1974	34
Halichoerus_grypus	97	1974	7082
Rangifer_tarandus	131	1974	15
Phocoena_phocoena	145	1974	2.08
Phocoena_phocoena	146	1974	7.72
Alces_americanus	173	1974	95
Rangifer_tarandus	180	1974	20601
Pollachius_virens	669	1974	0.28
Alosa_pseudoharengus	2	1975	19.7
Alosa_pseudoharengus	3	1975	779
Alosa_sapidissima	4	1975	247
Coregonus_clupeaformis	6	1975	6789
Coregonus_clupeaformis	7	1975	33.9
Perca_flavescens	9	1975	0.33
Perca_flavescens	10	1975	2.46
Salmo_salar	12	1975	348.93
Sander_vitreus	13	1975	0.0107
Sander_vitreus	14	1975	0.44
Sander_vitreus	17	1975	0.4995
Desmognathus_ochrophaeus	22	1975	14
Lithobates_sylvaticus	30	1975	112
Lithobates_sylvaticus	31	1975	491
Lithobates_sylvaticus	32	1975	342
Lithobates_sylvaticus	33	1975	266
Peromyscus_maniculatus	35	1975	143.33
Tamiasciurus_hudsonicus	36	1975	3.67
Myodes_gapperi	40	1975	6
Alosa_pseudoharengus	43	1975	2.5
Sorex_cinereus	44	1975	0
Napaeozapus_insignis	45	1975	1
Tamias_striatus	46	1975	20
Blarina_brevicauda	47	1975	9
Perca_flavescens	63	1975	17.7
Plethodon_cinereus	64	1975	34.5
Halichoerus_grypus	97	1975	8518
Rangifer_tarandus	131	1975	19
Phocoena_phocoena	145	1975	1.94
Phocoena_phocoena	146	1975	6.55
Rangifer_tarandus	180	1975	22818
Pollachius_virens	669	1975	0.09
Alosa_pseudoharengus	2	1976	41
Alosa_pseudoharengus	3	1976	643
Alosa_sapidissima	4	1976	435
Coregonus_clupeaformis	6	1976	7534
Coregonus_clupeaformis	7	1976	33.2
Perca_flavescens	9	1976	1.547
Perca_flavescens	10	1976	2.33
Salmo_salar	12	1976	267.2
Sander_vitreus	13	1976	0.0123
Sander_vitreus	14	1976	0.42
Sander_vitreus	17	1976	0.569
Desmognathus_ochrophaeus	22	1976	15
Lithobates_sylvaticus	29	1976	380
Lithobates_sylvaticus	31	1976	453
Lithobates_sylvaticus	32	1976	287
Lithobates_sylvaticus	33	1976	246
Sterna_dougallii	34	1976	0
Peromyscus_maniculatus	35	1976	73.75
Tamiasciurus_hudsonicus	36	1976	3.33
Myodes_gapperi	40	1976	6
Alosa_pseudoharengus	43	1976	7.8
Sorex_cinereus	44	1976	2
Napaeozapus_insignis	45	1976	15
Tamias_striatus	46	1976	13
Blarina_brevicauda	47	1976	1
Sterna_paradisaea	56	1976	800
Perca_flavescens	63	1976	4.65
Plethodon_cinereus	64	1976	24.5
Halichoerus_grypus	97	1976	9471
Rangifer_tarandus	131	1976	21
Phocoena_phocoena	145	1976	2.05
Phocoena_phocoena	146	1976	3.37
Rangifer_tarandus	180	1976	24350
Ambloplites_rupestris	183	1976	7.1
Ameiurus_nebulosus	184	1976	1.12
Aplodinotus_grunniens	233	1976	0.19
Catostomus_commersonii	235	1976	4.04
Cyprinus_carpio	237	1976	0.25
Dorosoma_cepedianum	239	1976	17.82
Esox_lucius	240	1976	0.83
Ictalurus_punctatus	433	1976	0.41
Micropterus_dolomieu	535	1976	24.51
Morone_americana	541	1976	63
Moxostoma_anisurum	569	1976	0.06
Perca_flavescens	595	1976	69.09
Pollachius_virens	669	1976	0.02
Sander_vitreus	810	1976	0.05
Alosa_pseudoharengus	2	1977	15.3
Alosa_pseudoharengus	3	1977	299
Alosa_sapidissima	4	1977	207
Coregonus_clupeaformis	6	1977	8189
Coregonus_clupeaformis	7	1977	33.8
Perca_flavescens	9	1977	4.752
Perca_flavescens	10	1977	2.08
Salmo_salar	12	1977	287.02
Sander_vitreus	13	1977	0.0127
Sander_vitreus	14	1977	0.43
Sander_vitreus	15	1977	0.07
Sander_vitreus	16	1977	9.6097
Sander_vitreus	17	1977	0.639
Desmognathus_ochrophaeus	22	1977	18
Lithobates_sylvaticus	27	1977	1400
Lithobates_sylvaticus	28	1977	4000
Lithobates_sylvaticus	29	1977	362
Lithobates_sylvaticus	31	1977	439
Lithobates_sylvaticus	32	1977	173
Lithobates_sylvaticus	33	1977	209
Sterna_dougallii	34	1977	23
Peromyscus_maniculatus	35	1977	174.58
Tamiasciurus_hudsonicus	36	1977	7.92
Myodes_gapperi	40	1977	23
Alosa_pseudoharengus	43	1977	6
Sorex_cinereus	44	1977	0
Napaeozapus_insignis	45	1977	12
Tamias_striatus	46	1977	42
Blarina_brevicauda	47	1977	8
Sterna_paradisaea	56	1977	770
Perca_flavescens	63	1977	14
Plethodon_cinereus	64	1977	32.5
Halichoerus_grypus	97	1977	10906
Rangifer_tarandus	131	1977	21
Phocoena_phocoena	145	1977	1.17
Phocoena_phocoena	146	1977	1.6
Rangifer_tarandus	180	1977	27690
Ambloplites_rupestris	183	1977	10.75
Ameiurus_nebulosus	184	1977	0.2
Catostomus_commersonii	235	1977	0.63
Cyprinus_carpio	237	1977	0.55
Dorosoma_cepedianum	239	1977	53.45
Esox_lucius	240	1977	1.04
Ictalurus_punctatus	433	1977	1.03
Lepomis_gibbosus	435	1977	0.44
Micropterus_dolomieu	535	1977	24.05
Morone_americana	541	1977	136.4
Moxostoma_anisurum	569	1977	0.05
Noturus_flavus	588	1977	0.04
Perca_flavescens	595	1977	26.2
Pollachius_virens	669	1977	0.25
Sander_vitreus	810	1977	0.2
Alosa_pseudoharengus	1	1978	572
Alosa_pseudoharengus	2	1978	30.9
Alosa_pseudoharengus	3	1978	329
Alosa_sapidissima	4	1978	210
Coregonus_clupeaformis	7	1978	64.6
Perca_flavescens	9	1978	5.027
Salmo_salar	12	1978	173.4
Sander_vitreus	13	1978	0.0139
Sander_vitreus	14	1978	0.47
Sander_vitreus	15	1978	0.0679
Sander_vitreus	16	1978	9.6005
Sander_vitreus	17	1978	0.6839
Desmognathus_ochrophaeus	22	1978	17
Lithobates_sylvaticus	27	1978	250
Lithobates_sylvaticus	28	1978	500
Lithobates_sylvaticus	29	1978	85
Lithobates_sylvaticus	30	1978	39
Lithobates_sylvaticus	31	1978	61
Lithobates_sylvaticus	32	1978	52
Lithobates_sylvaticus	33	1978	121
Peromyscus_maniculatus	35	1978	126.25
Tamiasciurus_hudsonicus	36	1978	2.92
Myodes_gapperi	40	1978	3
Alosa_pseudoharengus	43	1978	0.7
Sorex_cinereus	44	1978	0
Napaeozapus_insignis	45	1978	12
Tamias_striatus	46	1978	8
Blarina_brevicauda	47	1978	14
Perca_flavescens	63	1978	5.25
Plethodon_cinereus	64	1978	33
Halichoerus_grypus	97	1978	11859
Rangifer_tarandus	131	1978	26
Phocoena_phocoena	145	1978	0.66
Phocoena_phocoena	146	1978	1.93
Alces_americanus	173	1978	184
Rangifer_tarandus	180	1978	29774
Ambloplites_rupestris	183	1978	22.13
Ameiurus_nebulosus	184	1978	1.41
Aplodinotus_grunniens	233	1978	0.74
Catostomus_commersonii	235	1978	2.9
Cyprinus_carpio	237	1978	0.33
Dorosoma_cepedianum	239	1978	47.38
Esox_lucius	240	1978	0.93
Ictalurus_punctatus	433	1978	1.75
Lepomis_gibbosus	435	1978	0.06
Micropterus_dolomieu	535	1978	26.04
Morone_americana	541	1978	74.11
Morone_chrysops	544	1978	0.13
Moxostoma_anisurum	569	1978	0.2
Noturus_flavus	588	1978	0.26
Perca_flavescens	595	1978	44.44
Pollachius_virens	669	1978	0.17
Sander_vitreus	810	1978	0.12
Alosa_pseudoharengus	1	1979	1006
Alosa_pseudoharengus	2	1979	12.6
Alosa_pseudoharengus	3	1979	334
Alosa_sapidissima	4	1979	248
Coregonus_clupeaformis	7	1979	70.7
Perca_flavescens	9	1979	1.198
Salmo_salar	12	1979	248.15
Sander_vitreus	13	1979	0.0153
Sander_vitreus	14	1979	0.5
Sander_vitreus	15	1979	0.0625
Sander_vitreus	16	1979	9.9026
Sander_vitreus	17	1979	0.6719
Sander_vitreus	18	1979	1741
Desmognathus_ochrophaeus	22	1979	12
Lithobates_sylvaticus	27	1979	500
Lithobates_sylvaticus	28	1979	750
Lithobates_sylvaticus	29	1979	381
Lithobates_sylvaticus	30	1979	583
Lithobates_sylvaticus	31	1979	374
Lithobates_sylvaticus	32	1979	162
Lithobates_sylvaticus	33	1979	123
Sterna_dougallii	34	1979	0
Peromyscus_maniculatus	35	1979	226.3
Tamiasciurus_hudsonicus	36	1979	4.99
Myodes_gapperi	40	1979	18
Alosa_pseudoharengus	43	1979	24.7
Sorex_cinereus	44	1979	1
Napaeozapus_insignis	45	1979	7
Tamias_striatus	46	1979	94
Blarina_brevicauda	47	1979	32
Blarina_brevicauda	49	1979	11
Sterna_paradisaea	56	1979	50
Perca_flavescens	63	1979	1.9
Plethodon_cinereus	64	1979	33
Halichoerus_grypus	97	1979	13293
Rangifer_tarandus	131	1979	31
Alces_americanus	173	1979	192
Rangifer_tarandus	180	1979	32067
Ambloplites_rupestris	183	1979	13.94
Ameiurus_nebulosus	184	1979	4.17
Aplodinotus_grunniens	233	1979	1.43
Carpiodes_cyprinus	234	1979	0.31
Catostomus_commersonii	235	1979	3.11
Cyprinus_carpio	237	1979	0.45
Dorosoma_cepedianum	239	1979	19.95
Esox_lucius	240	1979	0.16
Ictalurus_punctatus	433	1979	3.64
Lepomis_gibbosus	435	1979	3.06
Micropterus_dolomieu	535	1979	35.74
Morone_americana	541	1979	86.98
Moxostoma_anisurum	569	1979	0.43
Noturus_flavus	588	1979	0.08
Perca_flavescens	595	1979	67.32
Pollachius_virens	669	1979	0.5
Pomoxis_nigromaculatus	672	1979	0.04
Sander_vitreus	810	1979	0.27
Alosa_pseudoharengus	1	1980	2300
Alosa_pseudoharengus	2	1980	24.5
Alosa_pseudoharengus	3	1980	329
Alosa_sapidissima	4	1980	341
Coregonus_clupeaformis	7	1980	89.3
Notemigonus_crysoleucas	8	1980	3876
Perca_flavescens	9	1980	1.8
Salmo_salar	12	1980	229.42
Sander_vitreus	13	1980	0.0168
Sander_vitreus	14	1980	0.52
Sander_vitreus	15	1980	0.0598
Sander_vitreus	16	1980	9.7921
Sander_vitreus	17	1980	0.6193
Sander_vitreus	18	1980	2973
Desmognathus_ochrophaeus	22	1980	18
Lithobates_sylvaticus	27	1980	800
Lithobates_sylvaticus	28	1980	500
Lithobates_sylvaticus	29	1980	350
Lithobates_sylvaticus	30	1980	186
Lithobates_sylvaticus	31	1980	300
Lithobates_sylvaticus	32	1980	68
Lithobates_sylvaticus	33	1980	167
Sterna_dougallii	34	1980	0
Peromyscus_maniculatus	35	1980	155.56
Tamiasciurus_hudsonicus	36	1980	1.73
Myodes_gapperi	40	1980	11
Alosa_pseudoharengus	43	1980	101
Sorex_cinereus	44	1980	8
Napaeozapus_insignis	45	1980	4
Tamias_striatus	46	1980	32
Blarina_brevicauda	47	1980	1
Blarina_brevicauda	49	1980	6
Sterna_paradisaea	56	1980	0
Perca_flavescens	63	1980	1.6
Plethodon_cinereus	64	1980	32.5
Menidia_menidia	69	1980	1
Morone_americana	70	1980	5
Alosa_sapidissima	71	1980	1.1
Alosa_aestivalis	72	1980	0.2
Halichoerus_grypus	97	1980	15690
Rangifer_tarandus	131	1980	19
Rangifer_tarandus	180	1980	31641
Alces_americanus	182	1980	86820
Ambloplites_rupestris	183	1980	14.69
Ameiurus_nebulosus	184	1980	0.66
Aplodinotus_grunniens	233	1980	0.34
Carpiodes_cyprinus	234	1980	0.04
Catostomus_commersonii	235	1980	1.84
Cyprinus_carpio	237	1980	0.17
Dorosoma_cepedianum	239	1980	4.52
Esox_lucius	240	1980	0.08
Chelydra_serpentina	283	1980	57
Ictalurus_punctatus	433	1980	0.6
Lepisosteus_osseus	434	1980	0.04
Lepomis_gibbosus	435	1980	0.14
Micropterus_dolomieu	535	1980	38.02
Morone_americana	541	1980	26.2
Morone_chrysops	544	1980	0.02
Moxostoma_anisurum	569	1980	0.04
Perca_flavescens	595	1980	27.63
Pollachius_virens	669	1980	0.59
Pomoxis_nigromaculatus	672	1980	0.02
Rangifer_tarandus	789	1980	31285
Sander_vitreus	810	1980	0.28
Alosa_pseudoharengus	1	1981	3850
Alosa_pseudoharengus	2	1981	55.4
Alosa_pseudoharengus	3	1981	327
Alosa_sapidissima	4	1981	293
Coregonus_clupeaformis	7	1981	75.6
Notemigonus_crysoleucas	8	1981	5822
Perca_flavescens	9	1981	2.558
Salmo_salar	12	1981	181.65
Sander_vitreus	13	1981	0.0207
Sander_vitreus	14	1981	0.53
Sander_vitreus	15	1981	0.0698
Sander_vitreus	16	1981	9.8286
Sander_vitreus	17	1981	0.588
Sander_vitreus	18	1981	2415
Desmognathus_ochrophaeus	22	1981	10
Lithobates_sylvaticus	27	1981	1250
Lithobates_sylvaticus	28	1981	600
Lithobates_sylvaticus	29	1981	142
Lithobates_sylvaticus	30	1981	30
Lithobates_sylvaticus	31	1981	68
Lithobates_sylvaticus	32	1981	56
Lithobates_sylvaticus	33	1981	102
Sterna_dougallii	34	1981	0
Peromyscus_maniculatus	35	1981	143.33
Tamiasciurus_hudsonicus	36	1981	2.22
Myodes_gapperi	40	1981	34
Alosa_pseudoharengus	43	1981	6.7
Sorex_cinereus	44	1981	2
Napaeozapus_insignis	45	1981	4
Tamias_striatus	46	1981	31
Blarina_brevicauda	47	1981	1
Blarina_brevicauda	49	1981	6.7
Sterna_paradisaea	56	1981	0
Menidia_menidia	69	1981	4
Morone_americana	70	1981	15
Alosa_sapidissima	71	1981	7.5
Alosa_aestivalis	72	1981	0.1
Halichoerus_grypus	97	1981	17123
Rangifer_tarandus	131	1981	28
Rangifer_tarandus	180	1981	39165
Acipenser_fulvescens	181	1981	0.02
Alces_americanus	182	1981	89502
Ambloplites_rupestris	183	1981	10.09
Ameiurus_nebulosus	184	1981	0.23
Aplodinotus_grunniens	233	1981	0.09
Carpiodes_cyprinus	234	1981	0.06
Catostomus_commersonii	235	1981	1.42
Cyprinus_carpio	237	1981	0.1
Dorosoma_cepedianum	239	1981	2.78
Esox_lucius	240	1981	0.02
Chelydra_serpentina	283	1981	62
Ictalurus_punctatus	433	1981	0.56
Lepomis_gibbosus	435	1981	0.32
Micropterus_dolomieu	535	1981	23.47
Morone_americana	541	1981	44.53
Morone_chrysops	544	1981	0.06
Moxostoma_anisurum	569	1981	0.1
Noturus_flavus	588	1981	0.23
Perca_flavescens	595	1981	43.81
Percopsis_omiscomaycus	596	1981	0.15
Pollachius_virens	669	1981	1.23
Pomoxis_nigromaculatus	672	1981	0.02
Rangifer_tarandus	789	1981	39972
Sander_vitreus	810	1981	0.12
Alosa_pseudoharengus	1	1982	3545
Alosa_pseudoharengus	2	1982	34.1
Alosa_pseudoharengus	3	1982	526
Alosa_sapidissima	4	1982	501
Coregonus_clupeaformis	7	1982	102.7
Notemigonus_crysoleucas	8	1982	10337
Perca_flavescens	9	1982	2.523
Salmo_salar	11	1982	23
Salmo_salar	12	1982	99.63
Sander_vitreus	13	1982	0.0298
Sander_vitreus	14	1982	0.7
Sander_vitreus	15	1982	0.087
Sander_vitreus	16	1982	9.7075
Sander_vitreus	17	1982	0.5301
Sander_vitreus	18	1982	4705
Desmognathus_ochrophaeus	22	1982	21
Lithobates_sylvaticus	27	1982	800
Lithobates_sylvaticus	28	1982	550
Lithobates_sylvaticus	29	1982	154
Lithobates_sylvaticus	30	1982	113
Lithobates_sylvaticus	31	1982	49
Lithobates_sylvaticus	32	1982	92
Lithobates_sylvaticus	33	1982	95
Sterna_dougallii	34	1982	0
Peromyscus_maniculatus	35	1982	96.89
Tamiasciurus_hudsonicus	36	1982	0.89
Myodes_gapperi	40	1982	40
Alosa_pseudoharengus	43	1982	4
Sorex_cinereus	44	1982	2
Napaeozapus_insignis	45	1982	1
Tamias_striatus	46	1982	19
Blarina_brevicauda	47	1982	2
Blarina_brevicauda	49	1982	9.7
Sterna_paradisaea	56	1982	0
Menidia_menidia	69	1982	3
Morone_americana	70	1982	35
Alosa_sapidissima	71	1982	3.1
Alosa_aestivalis	72	1982	0.8
Halichoerus_grypus	97	1982	20483
Rangifer_tarandus	131	1982	16
Rangifer_tarandus	180	1982	43969
Alces_americanus	182	1982	92834
Ambloplites_rupestris	183	1982	7.06
Ameiurus_nebulosus	184	1982	1.29
Aplodinotus_grunniens	233	1982	0.34
Catostomus_commersonii	235	1982	4.34
Cyprinus_carpio	237	1982	0.35
Dorosoma_cepedianum	239	1982	0.1
Esox_lucius	240	1982	0.04
Chelydra_serpentina	283	1982	69
