"","SpeciesSSet","Freq","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Aplodinotus_grunniens","Aplodinotus_grunniens",39,1,-0.00595391853217619,-0.00605267960662864,-0.00615955912206523,-0.00627294080314406,-0.00638804131306814,-0.00649849246738854,-0.00660034357276323,-0.00669329649135891,-0.00677789008503116,-0.006852975905696,-0.00691704612579069,-0.00697105023263023,-0.00701810454901275,-0.00706016399626885,-0.00709618768271714,-0.00712405426227924,-0.00714317284477684,-0.00715429657763844,-0.00715766176811539,-0.00715301660661605,-0.00714190719801555,-0.00712878888745583,-0.00711872796260415,-0.00711390026052006,-0.0071127540286704,NA
"Carassius_auratus","Carassius_auratus",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229318924512825,0.229318924512825,0.234590731764425,0.234590731764425,-0.244243309362119,-0.244243309362119,-0.0905273392936157,-0.0905273392936157,0.269995761924012,NA
"Carpiodes_cyprinus","Carpiodes_cyprinus",15,1,0.301029995663981,-0.15051499783199,-0.150514997831991,0,0,0,0,0,0.0200686663775986,0.0200686663775986,0.0200686663775989,0.0200686663775989,0.0200686663775986,0.0200686663775989,0.0200686663775986,0.0200686663775989,0.0200686663775986,0.0200686663775986,0.0200686663775989,0.0200686663775989,0.0200686663775986,0.0200686663775989,0.0200686663775986,-0.602059991327962,0,NA
"Catostomus_commersonii","Catostomus_commersonii",40,1,-0.0186486098079783,-0.0186486098079549,-0.0186486098079346,-0.0186486098079216,-0.0186486098079186,-0.0186486098079256,-0.0186486098079402,-0.0186486098079579,-0.0186486098079736,-0.0186486098079835,-0.0186486098079899,-0.0186486098079997,-0.0186486098080191,-0.0186486098080478,-0.0186486098080823,-0.0186486098081202,-0.0186486098081615,-0.0186486098082056,-0.0186486098082491,-0.0186486098082892,-0.0186486098083244,-0.0186486098083526,-0.0186486098083707,-0.0186486098083778,-0.0186486098083787,NA
"Cetorhinus_maximus","Cetorhinus_maximus",19,1,NA,NA,NA,NA,-0.039721618197624,-0.0397216181976592,-0.0397216181977582,-0.03972161819793,-0.0397216181981456,-0.0397216181983689,-0.0397216181985834,-0.0397216181987746,-0.0397216181989131,-0.0397216181989711,-0.0397216181989608,-0.0397216181989266,-0.0397216181988987,-0.0397216181988692,-0.0397216181988201,-0.0397216181987596,-0.0397216181987128,-0.0397216181986923,NA,NA,NA,NA
"Clupea_harengus","Clupea_harengus",19,1,0.132508355595579,0.122000344301033,0.0952240075320638,0.0341327014527772,-0.0347464253094321,-0.0521640826023724,0.00432169202909249,0.0846219965039399,0.112386128702331,0.0612660407400489,-0.0243172072967366,-0.0795093390193038,-0.0733476249337104,-0.0130667675517815,0.0462521485548715,0.0611324475768626,0.0295581096154143,-0.021836464921172,-0.0645057102105095,-0.085116998745236,NA,NA,NA,NA,NA,NA
"Coregonus_clupeaformis","Coregonus_clupeaformis",40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprinus_carpio","Cyprinus_carpio",37,1,-0.0224081106801335,-0.022408110680209,-0.0224081106802811,-0.0224081106803452,-0.0224081106803992,-0.0224081106804419,-0.0224081106804779,-0.0224081106805081,-0.0224081106805312,-0.022408110680543,-0.0224081106805433,-0.0224081106805341,-0.0224081106805185,-0.0224081106804959,-0.0224081106804697,-0.0224081106804419,-0.0224081106804086,-0.0224081106803717,-0.0224081106803289,-0.0224081106802865,-0.0224081106802463,-0.0224081106802136,-0.0224081106801937,-0.0224081106801839,-0.0224081106801819,NA
"Dorosoma_cepedianum","Dorosoma_cepedianum",29,1,0.0955883331300386,-0.293763542183281,-0.56275047344914,-0.509636152103408,-0.22811564643577,0.00832852085605995,0.135685399455855,0.153954989363729,0.0803386448918599,-0.00555653909186793,-0.0489468026126376,-0.0615276873066606,-0.0526251469114101,-0.0370457771196118,-0.0184912268548489,0.0030385038822347,0.0275434150931246,0.0550235067766203,0.0854787789328648,0.123140863203408,0.184936286151349,0.254916326692944,0.249850777142469,0.15884767707642,0.0723564774386124,NA
"Esox_lucius","Esox_lucius",38,1,0.277793855526764,0.0979092837223721,-0.122609745362113,-0.141047647107017,-0.0210218119506169,0.0433986626762666,0.0261640226408313,0.0258930253281078,0.0546748411962676,0.0572619957655471,0.0654800830992703,0.137025832496193,0.176900637448489,0.0383933690698273,-0.182156018112611,-0.19414804458118,0.0456812115184151,0.181120597768951,-0.0512526081712247,-0.369105567479096,-0.293046087268053,0.129194922466032,0.322333378105598,-0.00739314291455195,-0.438459708572424,NA
"Esox_masquinongy","Esox_masquinongy",16,1,0.140258545991917,0.140258545991759,0.140258545991292,0.140258545990671,0.140258545990048,0.140258545989437,0.140258545988758,0.140258545987967,0.14025854598711,0.140258545986277,0.140258545985557,0.140258545985039,0.140258545984786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fundulus_diaphanus","Fundulus_diaphanus",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408709726830776,-1,0.655218496472942,0,-0.327859562086612,0.812257817677783,NA,NA,NA,NA,NA,NA
"Fundulus_heteroclitus","Fundulus_heteroclitus",142,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0438673625446989,-0.00560618057310188,0.102617335422198,-0.0119577733577058,-0.148230171788249,0.0991192871773939,NA,NA,NA,NA,NA,NA
"Gasterosteus_wheatlandi","Gasterosteus_wheatlandi",136,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0564746617840126,-0.38189625353713,0.0755273494881983,0.334217177673944,0.0278085725663647,-0.162652473315709,NA,NA,NA,NA,NA,NA
"Glyptocephalus_cynoglossus","Glyptocephalus_cynoglossus",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0325373050087574,-0.0325373050094395,-0.0325373050104467,-0.0325373050112314,-0.0325373050115241,-0.0325373050114837,-0.0325373050114517,-0.0325373050115876,-0.0325373050117594,NA,NA,NA,NA,NA
"Hippoglossus_hippoglossus","Hippoglossus_hippoglossus",23,1,0.0657409778440536,0.0657409778440652,0.0657409778440807,0.0657409778440861,0.0657409778440685,0.0657409778440288,0.0657409778439844,0.0657409778439513,0.0657409778439326,0.0657409778439229,0.065740977843915,0.06574097784391,0.0657409778439013,0.065740977843883,0.0657409778438486,0.0657409778438022,0.0657409778437521,0.0657409778437021,0.0657409778436586,0.0657409778436266,0.0657409778436068,0.0657409778436003,NA,NA,NA,NA
"Ictalurus_punctatus","Ictalurus_punctatus",40,1,-0.0198304810223601,-0.0201589798819265,-0.0204655999814848,-0.0207376843154,-0.0209736759548134,-0.0211813906347026,-0.021370447748001,-0.0215440601443804,-0.0216954838924312,-0.0218119543870702,-0.0218848994323147,-0.021919464551884,-0.0219338902285575,-0.021946997612572,-0.0219653019153784,-0.0219835487482249,-0.021997342511646,-0.0220115823648018,-0.0220342136921069,-0.022064637730985,-0.0220929235682501,-0.0221105344580024,-0.0221179918128472,-0.0221209016624926,-0.0221224027278339,NA
"Lepisosteus_osseus","Lepisosteus_osseus",23,1,0.259383750127881,0.259383750127881,0.259383750127881,-0.137173193025312,-0.414346016228765,-0.414346016228765,-0.414346016228765,0,0.602059991327962,-0.301029995663981,-0.301029995663981,0.159040418239887,0.159040418239887,0.159040418239887,0.45229767099463,-0.151267675330649,-0.176091259055681,NA,NA,0.552841968657781,-0.0826695738934462,-1,1,0.281724840468594,0.182622126214639,NA
"Lepomis_gibbosus","Lepomis_gibbosus",39,1,-0.0865938295084051,-0.097496859526613,-0.0947283620450593,-0.0746378624693732,-0.0380014548566491,0.00842709442160872,0.0530599878974409,0.0846541007368966,0.0984861191176256,0.0975313141884551,0.0873199793090409,0.0705824984189953,0.0473446702064678,0.0183726180872946,-0.0134417998954863,-0.0441176903561059,-0.0689540670268473,-0.0830074056634309,-0.0847813211468057,-0.0803339810920508,-0.0806069560152098,-0.092124346982321,-0.111154569582523,-0.128155240192762,-0.136758600003113,NA
"Lepomis_macrochirus","Lepomis_macrochirus",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0504749954048982,-0.0504749954048982,0.225790408058106,0.225790408058107,0.100439705931162,0.100439705931163,0.0079831665725163,0.00798316657251608,-0.640905487472308,NA
"Leucoraja_erinacea","Leucoraja_erinacea",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0652560907601494,-0.00337183719619416,0.125782471158549,0.310734750557335,0.517987901779487,0.695509129057888,0.793557713215054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liopsetta_putnami","Liopsetta_putnami",110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107740302829012,-0.344826972670616,0.247645333072089,0.362282806064248,-0.0585736988018969,-0.116873628905694,NA,NA,NA,NA,NA,NA
"Macrourus_berglax","Macrourus_berglax",15,1,NA,NA,NA,NA,NA,NA,NA,0.209265885029693,0.120921758935445,0.000913465326624952,-0.0607022649817912,-0.0244180661756754,0.054951322519881,0.080773910172601,0.0172712964970421,-0.0715504293135094,-0.0989388562558089,-0.0580332248273363,-0.0209438411600047,-0.0380325987395818,-0.0757407251979942,NA,NA,NA,NA,NA
"Mallotus_villosus","Mallotus_villosus",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.291086584354472,-0.22253221984864,-0.0576349817441972,0.169236940798654,0.34712534572533,0.357525853692055,0.172315861750631,-0.10173268773215,-0.291155886081031,NA,NA,NA,NA,NA
"Menidia_menidia","Menidia_menidia",163,1,0.0588138290515854,0.0511397478472415,0.0415279192058162,0.0307328440987433,0.0200865663114362,0.0107042369451231,0.00317197546661285,-0.00230224689853942,-0.00569085397750402,-0.00717825369313574,NA,NA,NA,NA,-0.123354224107008,0.152328154896753,-0.0743194250118,0.0931888755895589,-0.184109901690434,0.102201889427975,NA,NA,NA,NA,NA,NA
"Microgadus_tomcod","Microgadus_tomcod",26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303004279061885,-0.126753170504362,-0.109833173457566,0.0568109453757657,0.330308345438067,0.332011270927466,NA,NA,NA,NA,NA,NA
"Micropterus_dolomieu","Micropterus_dolomieu",41,1,-0.0184419310494675,-0.0794637890223673,-0.133970080786003,-0.16675146291951,-0.143823983328662,-0.0604929147029484,0.0243154326093377,0.0346154299744226,-0.0373606248066027,-0.114358906446837,-0.113731609234869,-0.0310039044375853,0.0660703100316842,0.113233489073367,0.101673938660922,0.0619046031357096,0.0220993626946491,-0.00665642279636181,-0.0210637399414327,-0.0224031543136387,-0.0213116723919503,-0.0304861130024053,-0.0480092796507406,-0.0576539541798016,-0.0509134913396883,-0.039702523355953
"Micropterus_salmoides","Micropterus_salmoides",7,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.0586970863518936,0.0586970863518939,0.0586970863518936,-0.176091259055681,0,0,0,NA,NA,NA
"Morone_americana","Morone_americana",67,1,-0.157636270283062,-0.0756383709252579,-0.0315875031458775,-0.0702661485917541,-0.12746447697148,-0.11536885801169,-0.0306793391306343,0.0501214297026043,0.0720788352472567,0.0607232533787739,0.0331986811430875,0.0450784580728059,0.0562970695680128,0.0661459056565802,-0.201686976467563,0.0396618165335252,0.041278288052306,0.040657713435272,0.344687817180765,0.339445319982885,0.055148801474362,0.0513016053750162,0.0501258605900016,0.048754833313045,0.0472830721715368,NA
"Morone_chrysops","Morone_chrysops",29,1,NA,NA,-0.349485002168009,0.0602059991327963,0.0602059991327961,0.0602059991327961,0.0602059991327963,0.0602059991327963,NA,NA,NA,0.367976785294594,-0.104735350520013,0,0.237360915794604,-0.400816173116583,-0.214906073302713,0.320005403734866,-0.00561781727545839,-0.00561781727545829,-0.161435233521364,-0.339168181664535,0.103165816373186,0.103165816373186,-0.0558166349143814,NA
"Morone_saxatilis","Morone_saxatilis",19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0454789530577936,0.1159016989283,1,-0.315484088337691,-0.849126357652093,0.161626880382566,NA,NA,NA,NA,NA,NA
"Moxostoma_anisurum","Moxostoma_anisurum",35,1,-0.11997531707675,-0.0871501757189003,-0.176091259055681,-0.176091259055681,0.176091259055681,-0.778151250383644,0.812913356642856,-0.0347621062592121,NA,NA,-0.380211241711606,0.531478917042255,NA,NA,-0.104735350520013,-1,0,0.602059991327962,-0.0579919469776866,-0.243038048686294,0.0880456295278405,0.0880456295278407,0,NA,NA,NA
"Moxostoma_carinatum","Moxostoma_carinatum",13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0105285433960829,0.0105285433959437,0.0105285433955673,0.0105285433948972,0.010528543394015,0.0105285433931004,0.0105285433922406,0.0105285433916309,0.0105285433913431,0.0105285433912587,0.0105285433911859,0.0105285433910196,0.0105285433908155,0.0105285433906992,NA
"Moxostoma_macrolepidotum","Moxostoma_macrolepidotum",14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705318935443941,0.631218154377233,0.486197287143997,0.30157272015995,0.123485080696844,-0.0102336604408861,-0.0905918934276607,-0.113272605844566,-0.0894683922084514,-0.0453221066558902,-0.00939471475047471,0.0021422732121561,-0.00672303065949686,-0.018310911477172,NA
"Moxostoma_valenciennesi","Moxostoma_valenciennesi",14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121765042876283,0.121765042876174,0.121765042876049,0.121765042876028,0.121765042876159,0.121765042876404,0.121765042876735,0.121765042877071,0.121765042877352,0.12176504287754,0.121765042877609,0.121765042877561,0.121765042877451,0.121765042877367,NA
"Myoxocephalus_octodecemspinosus","Myoxocephalus_octodecemspinosus",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0558634665661515,-0.0545515475790928,-0.0514670984716732,-0.0464499515501688,-0.0402235154097665,-0.0345163171081051,-0.0312433476544369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nezumia_bairdii","Nezumia_bairdii",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106865895983035,0.0852251161044117,0.0504766018971425,0.0173513835109871,-0.00511433148852092,-0.0183597798432871,-0.0287997463396987,-0.0393841431534101,-0.0468231689885785,NA,NA,NA,NA,NA
"Notemigonus_crysoleucas","Notemigonus_crysoleucas",20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0895351737112899,0.0895351737115146,0.0895351737119445,0.0895351737125152,0.0895351737131675,0.0895351737138874,0.0895351737146561,0.0895351737153884,0.0895351737159609,0.0895351737162966,0.0895351737164214,0.089535173716436,NA,NA,NA
"Noturus_flavus","Noturus_flavus",16,1,0,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.0340800896228328,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,-0.477121254719662,0.0752574989159953,0.0752574989159953,0.0752574989159953,0.0752574989159953,-0.301029995663981,0,NA,NA,NA,NA
"Perca_flavescens","Perca_flavescens",111,1,-0.0589626961663712,-0.0482680037918725,-0.0454668891140312,-0.00376101238589049,0.00322053689709473,0.0075135742087446,0.0101018436498158,0.0129302906470333,0.0165009819942309,0.0198623641751017,0.0218706676794523,0.0221371380295355,0.021469434104303,0.0214612314393995,0.022726892960842,0.041549375595167,0.0355955895958193,0.0202974817329407,-0.00151712266438109,-0.0286546992949934,-0.064629739956805,-0.109580839060251,-0.151798890829598,-0.174882559815426,-0.175562388424647,-0.168340419465949
"Percopsis_omiscomaycus","Percopsis_omiscomaycus",6,1,-0.0323033376693522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pollachius_virens","Pollachius_virens",42,1,-0.221798540318921,-0.191347054064471,-0.140197427557235,-0.085044067018258,-0.0509278374833479,NA,0.0483520353900844,0.0483520353900914,0.0483520353900803,0.0483520353900287,0.0483520353899458,0.0483520353898637,0.048352035389809,0.0483520353897932,0.0483520353898212,0.0483520353899052,0.0483520353900477,0.0483520353902285,0.0483520353904069,0.0483520353905497,0.0483520353906457,0.0483520353907016,0.0483520353907261,NA,NA,NA
"Pomoxis_nigromaculatus","Pomoxis_nigromaculatus",23,1,0.00212477926432131,0.00212477926424759,0.00212477926417143,0.00212477926409371,0.00212477926401844,0.00212477926394694,0.00212477926388077,0.00212477926381616,0.00212477926375532,0.00212477926368648,0.00212477926360854,0.00212477926352372,0.00212477926342935,0.00212477926333321,0.00212477926323684,0.00212477926314003,0.00212477926305032,0.00212477926296351,0.00212477926288335,0.00212477926281496,0.00212477926276189,0.00212477926272525,0.00212477926270482,0.00212477926269683,NA,NA
"Pseudopleuronectes_americanus","Pseudopleuronectes_americanus",102,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.303828116366771,-0.232856936911065,-0.114032849541019,0.00537801858733777,0.0880833187090354,-0.128309919699715,-0.217063437208407,-0.0561475730898415,-0.272445387943142,0.325848702788951,0.0559585430254598,NA,NA,NA,NA,NA,NA
"Pungitius_pungitius","Pungitius_pungitius",141,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.162404089608025,-0.178198993647753,0.0651359774741128,0.232173563660386,0.00543037808085817,-0.266972665524055,NA,NA,NA,NA,NA,NA
"Reinhardtius_hippoglossoides","Reinhardtius_hippoglossoides",15,1,NA,NA,NA,NA,NA,NA,NA,-0.070970723561091,-0.0754931490135329,-0.0811039302473038,-0.0824192774242274,-0.0762309113157578,-0.0635905325510384,-0.0476608413084882,-0.0298221368010769,-0.00918670410678812,0.0132477814046301,0.0316263608651224,0.0392645515102323,0.0363181487160427,0.0309682249609429,NA,NA,NA,NA,NA
"Salmo_salar","Salmo_salar",47,1,0.0331835113811745,-0.194239819077381,-0.364253525910359,-0.286099670219078,-0.0272321259719241,0.203493486718773,0.24977613329795,0.128853204129166,-0.0205789126145639,-0.0832005106144362,-0.0534438755677058,-0.00190547584073419,0.012024450512151,-0.0148352320288623,-0.0510352518865522,-0.0715400679311857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmo_trutta","Salmo_trutta",25,1,0.00554121032233734,0.00190437578670855,-0.001924884463683,-0.00509466185525209,-0.00735177853068025,-0.00883669585523084,-0.00967448443102237,-0.00986538032352957,-0.00941515442718588,-0.00828263111203809,-0.00613512322932763,-0.0024606064076047,0.00272095050583587,0.00826972656234526,0.0124180076168603,0.0141534725938959,0.0140708004941139,0.0136663537313257,0.0138236066446922,0.014222725575098,NA,NA,NA,NA,NA,NA
"Salvelinus_fontinalis","Salvelinus_fontinalis",13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389075625191822,0.301029995663981,-2.77555756156289e-17,-0.389075625191822,0.0880456295278406,0.261439372640169,NA,NA,NA,NA,NA,NA
"Sander_vitreus","Sander_vitreus",141,1,0.0336441247620594,0.0270085098205113,-0.00578081141772196,-0.0322665802961066,-0.00538025774916429,-0.0306518342945329,-0.0441585019768652,-0.0463023072806609,-0.0403379636256226,-0.028560287727858,-0.012067461364398,0.00584655118587404,0.0190686348304545,0.0235510573458463,0.0214692040158384,0.0183671481744876,0.0166672270780936,0.0138011544098019,0.00634648216974626,-0.00609840623313163,-0.0212553940899325,-0.0360745081845876,-0.0473962758495158,-0.0528330289918763,-0.0529097813691541,-0.0513015956167347
"Syngnathus_fuscus","Syngnathus_fuscus",40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0683396422665306,0.495383944483546,0.0617485781868199,0.0436311139428601,-0.314996213427502,0.244200004850025,NA,NA,NA,NA,NA,NA
"Urophycis_tenuis","Urophycis_tenuis",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.698845746801175,-0.275327937905768,0.0871196771999694,-0.0258888306200777,-0.402568867907353,-0.502089296316763,-0.163839777798586,0.24958122710251,0.392845526457978,0.341962379221266,NA,NA,NA,NA,NA
"Zoarces_americanus","Zoarces_americanus",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.399886263237646,-0.3718207741709,-0.309083718452483,-0.212030062290158,-0.096010930633503,0.00785911857719968,0.0666800745632126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
